date,region,product,revenue,cost,units,source_file
2016-12-06,Texas,Avery Reinforcements for Hole-Punch Pages,2.772,7.622999999999999,7,2016-12_dump.xlsx
2016-12-24,Colorado,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058,1376.802,7,2016-12_dump.xlsx
2016-12-24,Colorado,"Dixon My First Ticonderoga Pencil, #2",14.04,12.4605,3,2016-12_dump.xlsx
2016-12-01,Washington,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.424,36.0256,2,2016-12_dump.xlsx
2016-12-01,Texas,"Eldon Image Series Desk Accessories, Burgundy",6.688,10.7008,4,2016-12_dump.xlsx
2016-12-06,Arizona,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,157.1604,6,2016-12_dump.xlsx
2016-12-06,Arizona,Xerox 1970,19.92,13.197,5,2016-12_dump.xlsx
2016-12-06,Arizona,Xerox 1960,198.272,136.312,8,2016-12_dump.xlsx
2016-12-06,Arizona,"Belkin 19"" Vented Equipment Shelf, Black",247.104,305.7912,6,2016-12_dump.xlsx
2016-12-06,Arizona,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,76.5948,6,2016-12_dump.xlsx
2016-12-19,California,ShoreTel ShorePhone IP 230 VoIP phone,675.96,591.465,5,2016-12_dump.xlsx
2016-12-19,California,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,708.8759999999999,3,2016-12_dump.xlsx
2016-12-11,Virginia,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,100.2762,2,2016-12_dump.xlsx
2016-12-27,California,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,75.9416,2,2016-12_dump.xlsx
2016-12-27,California,Avery 497,21.56,11.2112,7,2016-12_dump.xlsx
2016-12-20,Illinois,Apple iPhone 5C,159.984,147.9852,2,2016-12_dump.xlsx
2016-12-20,Illinois,Logitech G600 MMO Gaming Mouse,255.968,204.7744,4,2016-12_dump.xlsx
2016-12-20,Illinois,"Sauder Facets Collection Library, Sky Alder Finish",359.058,430.8696,3,2016-12_dump.xlsx
2016-12-19,Pennsylvania,Avanti 4.4 Cu. Ft. Refrigerator,434.352,390.9168,3,2016-12_dump.xlsx
2016-12-19,Pennsylvania,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,3.108,2,2016-12_dump.xlsx
2016-12-19,Pennsylvania,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,81.05919999999999,4,2016-12_dump.xlsx
2016-12-08,Texas,Xerox 1945,360.712,229.9539,11,2016-12_dump.xlsx
2016-12-08,Texas,Wilson Electronics DB Pro Signal Booster,1718.4,1568.04,6,2016-12_dump.xlsx
2016-12-13,California,Avery 513,9.96,5.378400000000001,2,2016-12_dump.xlsx
2016-12-31,Montana,Ibico Hi-Tech Manual Binding System,487.984,335.489,2,2016-12_dump.xlsx
2016-12-14,Georgia,3-ring staple pack,3.76,1.9552,2,2016-12_dump.xlsx
2016-12-11,Texas,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,123.9876,2,2016-12_dump.xlsx
2016-12-11,Texas,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,41.7096,3,2016-12_dump.xlsx
2016-12-24,Arizona,Computer Printout Paper with Letter-Trim Perforations,106.232,69.05080000000001,7,2016-12_dump.xlsx
2016-12-24,Arizona,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984,100.7856,2,2016-12_dump.xlsx
2016-12-24,Arizona,Magna Visual Magnetic Picture Hangers,7.712,5.9768,2,2016-12_dump.xlsx
2016-12-31,Texas,"Eldon Expressions Wood Desk Accessories, Oak",14.76,26.199,5,2016-12_dump.xlsx
2016-12-31,Texas,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,9.5056,4,2016-12_dump.xlsx
2016-12-06,Ohio,Polycom SoundStation2 EX Conference phone,485.94,575.029,2,2016-12_dump.xlsx
2016-12-06,Ohio,Newell 312,37.376,32.704,8,2016-12_dump.xlsx
2016-12-06,Ohio,Global Low Back Tilter Chair,70.686,94.9212,1,2016-12_dump.xlsx
2016-12-14,Oregon,HTC One,319.968,283.9716,4,2016-12_dump.xlsx
2016-12-18,New York,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,141.304,1,2016-12_dump.xlsx
2016-12-23,Virginia,Belkin Premiere Surge Master II 8-outlet surge protector,194.32,137.9672,4,2016-12_dump.xlsx
2016-12-31,Kentucky,Tuf-Vin Binders,94.74,50.2122,3,2016-12_dump.xlsx
2016-12-31,Kentucky,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",60.64,32.7456,4,2016-12_dump.xlsx
2016-12-31,Kentucky,Aluminum Screw Posts,76.3,38.15,5,2016-12_dump.xlsx
2016-12-31,Kentucky,Ibico Plastic Spiral Binding Combs,364.8,196.992,12,2016-12_dump.xlsx
2016-12-25,Pennsylvania,Tenex Antistatic Computer Chair Mats,547.136,615.528,4,2016-12_dump.xlsx
2016-12-06,California,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,17.685,5,2016-12_dump.xlsx
2016-12-12,California,Staples,7.86,4.244400000000001,2,2016-12_dump.xlsx
2016-12-12,California,Recycled Premium Regency Composition Covers,24.448,15.5856,2,2016-12_dump.xlsx
2016-12-06,New York,Xerox 219,6.48,3.369600000000001,1,2016-12_dump.xlsx
2016-12-06,New York,Xerox 1903,41.86,21.3486,7,2016-12_dump.xlsx
2016-12-06,New York,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,1522.7154,9,2016-12_dump.xlsx
2016-12-06,New York,"Seth Thomas 14"" Day/Date Wall Clock",113.92,71.7696,4,2016-12_dump.xlsx
2016-12-25,Tennessee,Avery 474,9.216,5.8752,4,2016-12_dump.xlsx
2016-12-25,Tennessee,Xerox 227,10.368,6.7392,2,2016-12_dump.xlsx
2016-12-24,Arizona,SAFCO Arco Folding Chair,883.84,784.408,4,2016-12_dump.xlsx
2016-12-11,Florida,Acco D-Ring Binder w/DublLock,12.828,21.8076,2,2016-12_dump.xlsx
2016-12-01,Washington,Prang Drawing Pencil Set,13.9,8.34,5,2016-12_dump.xlsx
2016-12-04,Florida,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,14.2584,3,2016-12_dump.xlsx
2016-12-21,Colorado,Belkin 6 Outlet Metallic Surge Strip,60.984,56.4102,7,2016-12_dump.xlsx
2016-12-24,California,Avery Hole Reinforcements,19.936,12.7092,4,2016-12_dump.xlsx
2016-12-24,California,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,24.3376,4,2016-12_dump.xlsx
2016-12-15,Ohio,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,1417.752,6,2016-12_dump.xlsx
2016-12-15,Ohio,Cubify CubeX 3D Printer Double Head Print,1799.994,4439.9852,2,2016-12_dump.xlsx
2016-12-15,Ohio,Panasonic KX TS3282W Corded phone,101.988,118.986,2,2016-12_dump.xlsx
2016-12-15,Ohio,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,193.8622,7,2016-12_dump.xlsx
2016-12-27,Illinois,Sterilite Show Offs Storage Containers,12.672,15.84,3,2016-12_dump.xlsx
2016-12-27,California,Maxell 4.7GB DVD-R 5/Pack,7.92,4.4352,8,2016-12_dump.xlsx
2016-12-13,California,Plantronics Voyager Pro Legend,494.376,444.9384,3,2016-12_dump.xlsx
2016-12-13,California,"Angle-D Binders with Locking Rings, Label Holders",29.2,19.345,5,2016-12_dump.xlsx
2016-12-13,California,Logitech K350 2.4Ghz Wireless Keyboard,248.85,221.4765,5,2016-12_dump.xlsx
2016-12-13,California,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,21.0192,1,2016-12_dump.xlsx
2016-12-13,Massachusetts,Xerox 222,19.44,10.1088,3,2016-12_dump.xlsx
2016-12-13,Massachusetts,Flexible Leather- Look Classic Collection Ring Binder,37.88,18.94,2,2016-12_dump.xlsx
2016-12-04,New York,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.44,17.064,3,2016-12_dump.xlsx
2016-12-04,New York,Office Star - Ergonomically Designed Knee Chair,364.41,356.312,5,2016-12_dump.xlsx
2016-12-04,New York,Square Credit Card Reader,39.96,29.5704,4,2016-12_dump.xlsx
2016-12-04,New York,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,293.4308,2,2016-12_dump.xlsx
2016-12-04,New York,Wausau Papers Astrobrights Colored Envelopes,17.94,9.149400000000002,3,2016-12_dump.xlsx
2016-12-04,New York,"Global Armless Task Chair, Royal Blue",384.174,354.2938,7,2016-12_dump.xlsx
2016-12-04,New York,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1799.75,1259.825,5,2016-12_dump.xlsx
2016-12-10,Michigan,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2.379,2,2016-12_dump.xlsx
2016-12-10,Michigan,Bretford CR8500 Series Meeting Room Furniture,801.96,601.47,2,2016-12_dump.xlsx
2016-12-10,Michigan,Global Super Steno Chair,191.96,159.3268,2,2016-12_dump.xlsx
2016-12-10,Michigan,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2.61,1.4094,1,2016-12_dump.xlsx
2016-12-03,Pennsylvania,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448,10.8968,2,2016-12_dump.xlsx
2016-12-03,Pennsylvania,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",36.784,26.2086,2,2016-12_dump.xlsx
2016-12-05,California,"Executive Impressions 14"" Contract Wall Clock",44.46,29.7882,2,2016-12_dump.xlsx
2016-12-08,Texas,Nokia Lumia 521 (T-Mobile),119.96,107.964,5,2016-12_dump.xlsx
2016-12-04,Missouri,Xerox 1881,85.96,45.55879999999999,7,2016-12_dump.xlsx
2016-12-01,Virginia,"Decoflex Hanging Personal Folder File, Blue",61.68,45.0264,4,2016-12_dump.xlsx
2016-12-01,Virginia,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96,33.2592,4,2016-12_dump.xlsx
2016-12-10,Georgia,Staples in misc. colors,1.78,1.2816,1,2016-12_dump.xlsx
2016-12-10,Georgia,Xerox 201,25.92,13.4784,4,2016-12_dump.xlsx
2016-12-10,Georgia,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,80.5326,6,2016-12_dump.xlsx
2016-12-18,Colorado,Newell 320,6.848,6.2488,2,2016-12_dump.xlsx
2016-12-22,Wisconsin,Newell 336,17.12,12.1552,4,2016-12_dump.xlsx
2016-12-28,Illinois,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816,23.265,2,2016-12_dump.xlsx
2016-12-06,Indiana,Hewlett Packard 610 Color Digital Copier / Printer,999.98,549.989,2,2016-12_dump.xlsx
2016-12-19,Nebraska,Self-Adhesive Ring Binder Labels,7.04,3.7312,2,2016-12_dump.xlsx
2016-12-19,Nebraska,Bagged Rubber Bands,5.04,4.8384,4,2016-12_dump.xlsx
2016-12-19,Nebraska,White Computer Printout Paper by Universal,116.28,59.3028,3,2016-12_dump.xlsx
2016-12-21,North Carolina,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,43.1784,3,2016-12_dump.xlsx
2016-12-25,Michigan,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,54.00540000000001,2,2016-12_dump.xlsx
2016-12-25,Michigan,Rush Hierlooms Collection Rich Wood Bookcases,160.98,140.0526,1,2016-12_dump.xlsx
2016-12-25,Michigan,Xerox 1978,17.34,8.843399999999999,3,2016-12_dump.xlsx
2016-12-25,Michigan,Newell 351,3.28,2.3288,1,2016-12_dump.xlsx
2016-12-05,Pennsylvania,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,47.3842,2,2016-12_dump.xlsx
2016-12-05,Pennsylvania,"GBC White Gloss Covers, Plain Front",26.064,46.0464,6,2016-12_dump.xlsx
2016-12-10,New York,Avery 486,7.31,3.874299999999999,1,2016-12_dump.xlsx
2016-12-10,New York,Hewlett Packard 610 Color Digital Copier / Printer,799.984,549.989,2,2016-12_dump.xlsx
2016-12-10,New York,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41.28,22.2912,6,2016-12_dump.xlsx
2016-12-10,New York,Xerox 1883,184.66,99.7164,7,2016-12_dump.xlsx
2016-12-21,Florida,Memorex Micro Travel Drive 4 GB,50.88,36.252,6,2016-12_dump.xlsx
2016-12-21,Florida,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.312,18.0942,2,2016-12_dump.xlsx
2016-12-20,Arizona,#6 3/4 Gummed Flap White Envelopes,7.92,5.148,1,2016-12_dump.xlsx
2016-12-20,Arizona,Nu-Dell Float Frame 11 x 14 1/2,14.368,10.4168,2,2016-12_dump.xlsx
2016-12-04,Tennessee,GBC Ibimaster 500 Manual ProClick Binding System,1598.058,2663.43,7,2016-12_dump.xlsx
2016-12-04,Tennessee,Deluxe Chalkboard Eraser Cleaner,36.96,24.948,4,2016-12_dump.xlsx
2016-12-04,California,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,149.292,3,2016-12_dump.xlsx
2016-12-04,California,Jensen SMPS-640 - speaker phone,110.352,102.0756,3,2016-12_dump.xlsx
2016-12-04,California,"Master Caster Door Stop, Large Brown",36.4,22.568,5,2016-12_dump.xlsx
2016-12-17,Michigan,GBC Plastic Binding Combs,29.52,15.0552,4,2016-12_dump.xlsx
2016-12-17,Michigan,Hon Valutask Swivel Chairs,302.94,254.4696,3,2016-12_dump.xlsx
2016-12-17,Michigan,Harbour Creations 67200 Series Stacking Chairs,142.36,103.9228,2,2016-12_dump.xlsx
2016-12-17,Michigan,"Global Value Steno Chair, Gray",546.66,409.995,9,2016-12_dump.xlsx
2016-12-17,Michigan,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13,197.2809,3,2016-12_dump.xlsx
2016-12-12,Maryland,Rogers Handheld Barrel Pencil Sharpener,8.22,6.0006,3,2016-12_dump.xlsx
2016-12-12,Texas,AmazonBasics 3-Button USB Wired Mouse,22.368,15.9372,4,2016-12_dump.xlsx
2016-12-11,Colorado,Newell 313,13.12,11.972,5,2016-12_dump.xlsx
2016-12-11,Colorado,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.576,213.3664,4,2016-12_dump.xlsx
2016-12-11,Colorado,Newell 326,4.224,3.7488,3,2016-12_dump.xlsx
2016-12-11,Colorado,Logitech Keyboard K120,58.08,64.614,4,2016-12_dump.xlsx
2016-12-11,Colorado,"Master Caster Door Stop, Large Neon Orange",52.416,37.3464,9,2016-12_dump.xlsx
2016-12-11,Colorado,DAX Wood Document Frame,54.92,43.936,5,2016-12_dump.xlsx
2016-12-11,Colorado,Bevis Rectangular Conference Tables,364.95,613.116,5,2016-12_dump.xlsx
2016-12-11,Colorado,Xerox 1932,85.056,56.3496,3,2016-12_dump.xlsx
2016-12-11,Colorado,Avery Personal Creations Heavyweight Cards,27.696,18.0024,3,2016-12_dump.xlsx
2016-12-27,Wisconsin,Xerox 1917,195.64,103.6892,4,2016-12_dump.xlsx
2016-12-27,Wisconsin,Cisco SPA 502G IP Phone,239.9,167.93,2,2016-12_dump.xlsx
2016-12-07,New York,Pressboard Data Binders by Wilson Jones,21.36,14.151,5,2016-12_dump.xlsx
2016-12-07,New York,Avery Durable Slant Ring Binders With Label Holder,6.688,4.347199999999999,2,2016-12_dump.xlsx
2016-12-07,New York,Digium D40 VoIP phone,773.94,549.4974000000001,6,2016-12_dump.xlsx
2016-12-18,Tennessee,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",55.936,37.0576,8,2016-12_dump.xlsx
2016-12-18,Tennessee,Avery 507,18.432,12.4416,8,2016-12_dump.xlsx
2016-12-18,Tennessee,"Master Caster Door Stop, Brown",20.32,16.764,5,2016-12_dump.xlsx
2016-12-18,Ohio,Xerox 226,20.736,13.4784,4,2016-12_dump.xlsx
2016-12-14,California,Wilson Jones Standard D-Ring Binders,8.096,5.3636,2,2016-12_dump.xlsx
2016-12-26,Ohio,KI Adjustable-Height Table,51.588,67.0644,1,2016-12_dump.xlsx
2016-12-04,California,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,10.647,5,2016-12_dump.xlsx
2016-12-04,California,"Eldon Image Series Desk Accessories, Burgundy",25.08,16.0512,6,2016-12_dump.xlsx
2016-12-14,Mississippi,Stackable Trays,6.16,4.188800000000001,2,2016-12_dump.xlsx
2016-12-14,Mississippi,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,40.536,2,2016-12_dump.xlsx
2016-12-06,Nevada,Xerox 20,6.48,3.369600000000001,1,2016-12_dump.xlsx
2016-12-06,Nevada,Tennsco 6- and 18-Compartment Lockers,1325.85,1087.197,5,2016-12_dump.xlsx
2016-12-06,Nevada,Avery 483,14.94,8.067599999999999,3,2016-12_dump.xlsx
2016-12-03,New York,GBC Therma-A-Bind 250T Electric Binding System,590.352,383.7288,6,2016-12_dump.xlsx
2016-12-06,California,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,5.7572,2,2016-12_dump.xlsx
2016-12-05,Michigan,Surelock Post Binders,152.8,76.4,5,2016-12_dump.xlsx
2016-12-26,Texas,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058,365.4342,3,2016-12_dump.xlsx
2016-12-10,Maryland,Manco Dry-Lighter Erasable Highlighter,27.36,18.0576,9,2016-12_dump.xlsx
2016-12-10,Maryland,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,24.165,5,2016-12_dump.xlsx
2016-12-10,Maryland,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99,98.54270000000001,1,2016-12_dump.xlsx
2016-12-10,Maryland,Astroparche Fine Business Paper,26.4,13.728,5,2016-12_dump.xlsx
2016-12-10,Maryland,Global Ergonomic Managers Chair,542.94,401.7756000000001,3,2016-12_dump.xlsx
2016-12-12,California,Newell 311,2.21,1.6133,1,2016-12_dump.xlsx
2016-12-12,California,Peel & Seel Envelopes,15.52,8.0704,4,2016-12_dump.xlsx
2016-12-12,California,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,20.042,4,2016-12_dump.xlsx
2016-12-25,New York,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96,290.472,2,2016-12_dump.xlsx
2016-12-30,California,Xerox 1929,68.52,37.0008,3,2016-12_dump.xlsx
2016-12-30,California,2300 Heavy-Duty Transfer File Systems by Perma,74.94,60.7014,3,2016-12_dump.xlsx
2016-12-30,California,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56,2261.847,6,2016-12_dump.xlsx
2016-12-30,California,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,149.292,3,2016-12_dump.xlsx
2016-12-30,California,Cisco SPA 502G IP Phone,287.88,251.895,3,2016-12_dump.xlsx
2016-12-14,California,"Master Caster Door Stop, Gray",15.24,10.0584,3,2016-12_dump.xlsx
2016-12-25,California,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96,974.9675,5,2016-12_dump.xlsx
2016-12-25,California,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",12.6,6.425999999999999,3,2016-12_dump.xlsx
2016-12-25,California,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,9.867,3,2016-12_dump.xlsx
2016-12-31,Texas,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.688,179.4084,2,2016-12_dump.xlsx
2016-12-31,Texas,Stockwell Push Pins,3.488,2.9212,2,2016-12_dump.xlsx
2016-12-31,Texas,Staple remover,5.888,7.2128,2,2016-12_dump.xlsx
2016-12-14,California,Staple-based wall hangings,29.22,16.3632,3,2016-12_dump.xlsx
2016-12-12,California,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,144.855,3,2016-12_dump.xlsx
2016-12-12,California,Standard Rollaway File with Lock,360.38,266.6812,2,2016-12_dump.xlsx
2016-12-10,California,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,40.536,2,2016-12_dump.xlsx
2016-12-19,Illinois,Samsung Rugby III,158.376,144.5181,3,2016-12_dump.xlsx
2016-12-06,Virginia,AT&T CL82213,173.94,123.4974,6,2016-12_dump.xlsx
2016-12-17,Illinois,Tennsco Double-Tier Lockers,180.016,195.7674,1,2016-12_dump.xlsx
2016-12-17,Illinois,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",41.552,61.2892,2,2016-12_dump.xlsx
2016-12-17,Illinois,Newell 35,13.12,11.644,5,2016-12_dump.xlsx
2016-12-20,Florida,Avery 486,11.696,7.7486,2,2016-12_dump.xlsx
2016-12-06,Ohio,Ibico Standard Transparent Covers,14.832,25.2144,3,2016-12_dump.xlsx
2016-12-16,Washington,Xerox 190,4.98,2.639400000000001,1,2016-12_dump.xlsx
2016-12-01,Washington,Global Troy Executive Leather Low-Back Tilter,2003.92,1878.675,5,2016-12_dump.xlsx
2016-12-01,Washington,Xerox 219,32.4,16.848,5,2016-12_dump.xlsx
2016-12-01,Washington,Bush Advantage Collection Round Conference Table,1913.4,1511.586,9,2016-12_dump.xlsx
2016-12-01,Washington,Tennsco Industrial Shelving,146.73,143.7954,3,2016-12_dump.xlsx
2016-12-01,Washington,"Xerox Color Copier Paper, 11"" x 17"", Ream",114.2,61.66800000000001,5,2016-12_dump.xlsx
2016-12-26,New York,Xerox 1906,212.64,112.6992,6,2016-12_dump.xlsx
2016-12-10,Illinois,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,53.088,161.9184,7,2016-12_dump.xlsx
2016-12-25,Georgia,Tenex B1-RE Series Chair Mats for Low Pile Carpets,275.88,228.9804,6,2016-12_dump.xlsx
2016-12-25,Georgia,Tuf-Vin Binders,157.9,83.68700000000001,5,2016-12_dump.xlsx
2016-12-25,New York,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,472.584,2,2016-12_dump.xlsx
2016-12-25,New York,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",449.568,393.372,2,2016-12_dump.xlsx
2016-12-31,Michigan,Fellowes Presentation Covers for Comb Binding Machines,116.4,64.02000000000001,8,2016-12_dump.xlsx
2016-12-19,New Hampshire,Xerox 1903,29.9,15.249,5,2016-12_dump.xlsx
2016-12-19,New Hampshire,Logitech diNovo Edge Keyboard,2249.91,1732.4307,9,2016-12_dump.xlsx
2016-12-19,New Hampshire,Bretford Rectangular Conference Table Tops,1053.164,1158.4804,4,2016-12_dump.xlsx
2016-12-08,California,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",221.96,217.5208,2,2016-12_dump.xlsx
2016-12-08,California,WD My Passport Ultra 500GB Portable External Hard Drive,236.0,195.88,4,2016-12_dump.xlsx
2016-12-27,Ohio,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,2013.687,9,2016-12_dump.xlsx
2016-12-27,Ohio,Staple envelope,19.872,13.1652,3,2016-12_dump.xlsx
2016-12-19,Illinois,Maxell 4.7GB DVD+RW 3/Pack,25.488,20.709,2,2016-12_dump.xlsx
2016-12-21,Ohio,"OIC #2 Pencils, Medium Soft",3.008,2.6696,2,2016-12_dump.xlsx
2016-12-12,Nevada,Xerox 1930,32.4,16.524,5,2016-12_dump.xlsx
2016-12-12,Nevada,Xerox 1916,97.88,48.94,2,2016-12_dump.xlsx
2016-12-25,California,Xerox 1949,9.96,5.079600000000001,2,2016-12_dump.xlsx
2016-12-12,California,Logitech Wireless Marathon Mouse M705,299.94,170.9658,6,2016-12_dump.xlsx
2016-12-12,California,Staple remover,25.76,25.2448,7,2016-12_dump.xlsx
2016-12-10,California,Avery File Folder Labels,5.76,2.9376,2,2016-12_dump.xlsx
2016-12-06,California,Spiral Phone Message Books with Labels by Adams,8.96,4.569600000000001,2,2016-12_dump.xlsx
2016-12-21,Illinois,Star Micronics TSP800 TSP847IIU Receipt Printer,600.53,463.266,2,2016-12_dump.xlsx
2016-12-21,Illinois,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,45.6768,2,2016-12_dump.xlsx
2016-12-21,Illinois,Enermax Acrylux Wireless Keyboard,637.44,501.984,8,2016-12_dump.xlsx
2016-12-21,Illinois,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",51.756,85.3974,3,2016-12_dump.xlsx
2016-12-11,Ohio,GBC Plasticlear Binding Covers,10.332,17.9088,3,2016-12_dump.xlsx
2016-12-05,Texas,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,40.536,2,2016-12_dump.xlsx
2016-12-05,New York,Avery Arch Ring Binders,232.4,153.965,5,2016-12_dump.xlsx
2016-12-05,New York,"Global Armless Task Chair, Royal Blue",164.646,151.8402,3,2016-12_dump.xlsx
2016-12-05,New York,Xerox 188,22.68,11.5668,2,2016-12_dump.xlsx
2016-12-11,California,GBC Recycled Grain Textured Covers,110.528,71.8432,4,2016-12_dump.xlsx
2016-12-10,Ohio,Maxell 4.7GB DVD-RW 3/Pack,25.488,21.0276,2,2016-12_dump.xlsx
2016-12-11,Michigan,Maxell 4.7GB DVD+RW 3/Pack,175.23,113.8995,11,2016-12_dump.xlsx
2016-12-11,Michigan,BlackBerry Q10,125.99,94.49249999999999,1,2016-12_dump.xlsx
2016-12-11,Michigan,Ibico Covers for Plastic or Wire Binding Elements,23.0,12.65,2,2016-12_dump.xlsx
2016-12-22,Pennsylvania,"Tennsco Lockers, Sand",33.568,31.8896,2,2016-12_dump.xlsx
2016-12-22,Pennsylvania,Harbour Creations Steel Folding Chair,422.625,422.625,7,2016-12_dump.xlsx
2016-12-05,California,Memorex Micro Travel Drive 8 GB,39.0,21.45,3,2016-12_dump.xlsx
2016-12-05,California,Avery 488,12.6,6.552,4,2016-12_dump.xlsx
2016-12-08,Colorado,Southworth Parchment Paper & Envelopes,15.696,10.5948,3,2016-12_dump.xlsx
2016-12-05,Tennessee,"Global Push Button Manager's Chair, Indigo",97.424,86.4638,2,2016-12_dump.xlsx
2016-12-20,California,Easy-staple paper,17.12,9.416,4,2016-12_dump.xlsx
2016-12-03,California,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,389.1048,3,2016-12_dump.xlsx
2016-12-27,Tennessee,Maxell CD-R Discs,4.728,4.0188,3,2016-12_dump.xlsx
2016-12-27,Tennessee,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",53.352,37.3464,3,2016-12_dump.xlsx
2016-12-27,Tennessee,O'Sullivan 5-Shelf Heavy-Duty Bookcases,131.104,122.91,2,2016-12_dump.xlsx
2016-12-27,Tennessee,Staple magnet,22.512,20.2608,3,2016-12_dump.xlsx
2016-12-27,Tennessee,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,72.744,85.4742,7,2016-12_dump.xlsx
2016-12-19,Pennsylvania,Avery 474,6.912,4.4064,3,2016-12_dump.xlsx
2016-12-20,Virginia,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,25.389,3,2016-12_dump.xlsx
2016-12-01,California,GuestStacker Chair with Chrome Finish Legs,2676.672,2409.0048,9,2016-12_dump.xlsx
2016-12-17,California,Sanford 52201 APSCO Electric Pencil Sharpener,204.85,151.589,5,2016-12_dump.xlsx
2016-12-17,California,Panasonic KX TS3282W Corded phone,135.984,118.986,2,2016-12_dump.xlsx
